subset,file_name,width,height,class_name,xmin,ymin,xmax,ymax,xc,yc,w,h,aspect_ratio
validation,patches_248.xml,200,200,patches,121,26,179,73,150.0,49.5,58,47,1.2340425531914894
validation,patches_248.xml,200,200,patches,141,79,179,121,160.0,100.0,38,42,0.9047619047619048
validation,patches_249.xml,200,200,patches,66,7,158,180,112.0,93.5,92,173,0.5317919075144508
validation,patches_249.xml,200,200,patches,116,25,156,102,136.0,63.5,40,77,0.5194805194805194
validation,patches_249.xml,200,200,inclusion,22,74,50,144,36.0,109.0,28,70,0.4
validation,patches_250.xml,200,200,patches,37,1,80,60,58.5,30.5,43,59,0.7288135593220338
validation,patches_250.xml,200,200,patches,19,103,71,200,45.0,151.5,52,97,0.5360824742268041
validation,patches_250.xml,200,200,patches,107,1,152,52,129.5,26.5,45,51,0.8823529411764706
validation,patches_250.xml,200,200,patches,119,130,156,195,137.5,162.5,37,65,0.5692307692307692
validation,patches_251.xml,200,200,patches,72,1,126,91,99.0,46.0,54,90,0.6
validation,patches_252.xml,200,200,patches,127,106,193,156,160.0,131.0,66,50,1.32
validation,patches_252.xml,200,200,patches,121,163,176,200,148.5,181.5,55,37,1.4864864864864864
validation,patches_252.xml,200,200,patches,19,150,62,197,40.5,173.5,43,47,0.9148936170212766
validation,patches_253.xml,200,200,patches,65,64,130,155,97.5,109.5,65,91,0.7142857142857143
validation,patches_253.xml,200,200,patches,2,29,34,89,18.0,59.0,32,60,0.5333333333333333
validation,patches_253.xml,200,200,patches,128,62,167,118,147.5,90.0,39,56,0.6964285714285714
validation,patches_254.xml,200,200,patches,60,128,109,191,84.5,159.5,49,63,0.7777777777777778
validation,patches_254.xml,200,200,patches,45,27,129,86,87.0,56.5,84,59,1.423728813559322
validation,patches_255.xml,200,200,patches,111,126,184,200,147.5,163.0,73,74,0.9864864864864865
validation,patches_255.xml,200,200,patches,142,10,178,39,160.0,24.5,36,29,1.2413793103448276
validation,patches_255.xml,200,200,patches,1,68,26,109,13.5,88.5,25,41,0.6097560975609756
validation,patches_256.xml,200,200,patches,6,1,88,79,47.0,40.0,82,78,1.0512820512820513
validation,patches_256.xml,200,200,patches,119,54,171,125,145.0,89.5,52,71,0.7323943661971831
validation,patches_257.xml,200,200,patches,10,131,60,175,35.0,153.0,50,44,1.1363636363636365
validation,patches_257.xml,200,200,patches,2,85,65,126,33.5,105.5,63,41,1.5365853658536586
validation,patches_257.xml,200,200,patches,1,13,42,89,21.5,51.0,41,76,0.5394736842105263
validation,patches_257.xml,200,200,patches,134,23,199,134,166.5,78.5,65,111,0.5855855855855856
validation,patches_258.xml,200,200,patches,91,60,154,148,122.5,104.0,63,88,0.7159090909090909
validation,patches_258.xml,200,200,patches,132,144,167,185,149.5,164.5,35,41,0.8536585365853658
validation,patches_258.xml,200,200,patches,22,81,52,116,37.0,98.5,30,35,0.8571428571428571
validation,patches_259.xml,200,200,patches,1,124,62,187,31.5,155.5,61,63,0.9682539682539683
validation,patches_259.xml,200,200,patches,78,8,119,36,98.5,22.0,41,28,1.4642857142857142
validation,patches_259.xml,200,200,patches,7,49,52,152,29.5,100.5,45,103,0.4368932038834951
validation,patches_259.xml,200,200,inclusion,34,47,68,81,51.0,64.0,34,34,1.0
validation,patches_259.xml,200,200,inclusion,171,8,199,26,185.0,17.0,28,18,1.5555555555555556
validation,patches_260.xml,200,200,patches,96,127,180,197,138.0,162.0,84,70,1.2
validation,patches_260.xml,200,200,inclusion,166,78,196,145,181.0,111.5,30,67,0.44776119402985076
validation,patches_261.xml,200,200,patches,15,75,60,141,37.5,108.0,45,66,0.6818181818181818
validation,patches_261.xml,200,200,patches,132,114,191,184,161.5,149.0,59,70,0.8428571428571429
validation,patches_261.xml,200,200,patches,100,122,135,163,117.5,142.5,35,41,0.8536585365853658
validation,patches_261.xml,200,200,patches,162,56,200,105,181.0,80.5,38,49,0.7755102040816326
validation,patches_262.xml,200,200,patches,81,82,149,200,115.0,141.0,68,118,0.576271186440678
validation,patches_262.xml,200,200,patches,1,112,40,187,20.5,149.5,39,75,0.52
validation,patches_262.xml,200,200,patches,14,53,53,101,33.5,77.0,39,48,0.8125
validation,patches_263.xml,200,200,patches,42,59,100,185,71.0,122.0,58,126,0.4603174603174603
validation,patches_263.xml,200,200,patches,58,124,162,200,110.0,162.0,104,76,1.368421052631579
validation,patches_264.xml,200,200,patches,34,52,104,185,69.0,118.5,70,133,0.5263157894736842
validation,patches_264.xml,200,200,patches,119,102,175,199,147.0,150.5,56,97,0.5773195876288659
validation,patches_265.xml,200,200,patches,1,115,62,197,31.5,156.0,61,82,0.7439024390243902
validation,patches_265.xml,200,200,patches,127,6,188,95,157.5,50.5,61,89,0.6853932584269663
validation,patches_265.xml,200,200,patches,18,43,52,82,35.0,62.5,34,39,0.8717948717948718
validation,patches_265.xml,200,200,inclusion,135,167,174,198,154.5,182.5,39,31,1.2580645161290323
validation,patches_266.xml,200,200,patches,74,5,182,103,128.0,54.0,108,98,1.1020408163265305
validation,patches_266.xml,200,200,patches,4,2,38,31,21.0,16.5,34,29,1.1724137931034482
validation,patches_266.xml,200,200,patches,9,6,62,76,35.5,41.0,53,70,0.7571428571428571
validation,patches_267.xml,200,200,patches,11,1,94,121,52.5,61.0,83,120,0.6916666666666667
validation,patches_267.xml,200,200,patches,21,149,78,189,49.5,169.0,57,40,1.425
validation,patches_267.xml,200,200,patches,138,62,194,197,166.0,129.5,56,135,0.4148148148148148
validation,patches_267.xml,200,200,patches,141,1,194,64,167.5,32.5,53,63,0.8412698412698413
validation,patches_268.xml,200,200,patches,14,9,78,199,46.0,104.0,64,190,0.3368421052631579
validation,patches_268.xml,200,200,patches,122,124,180,167,151.0,145.5,58,43,1.3488372093023255
validation,patches_268.xml,200,200,patches,144,16,181,58,162.5,37.0,37,42,0.8809523809523809
validation,patches_269.xml,200,200,patches,2,52,53,151,27.5,101.5,51,99,0.5151515151515151
validation,patches_269.xml,200,200,patches,115,40,159,174,137.0,107.0,44,134,0.3283582089552239
validation,patches_269.xml,200,200,patches,115,169,158,200,136.5,184.5,43,31,1.3870967741935485
validation,patches_270.xml,200,200,patches,88,72,146,171,117.0,121.5,58,99,0.5858585858585859
validation,patches_270.xml,200,200,patches,88,1,145,34,116.5,17.5,57,33,1.7272727272727273
validation,patches_271.xml,200,200,patches,87,53,175,125,131.0,89.0,88,72,1.2222222222222223
validation,patches_271.xml,200,200,patches,129,157,166,200,147.5,178.5,37,43,0.8604651162790697
validation,patches_272.xml,200,200,patches,51,29,109,141,80.0,85.0,58,112,0.5178571428571429
validation,patches_273.xml,200,200,patches,10,117,67,175,38.5,146.0,57,58,0.9827586206896551
validation,patches_273.xml,200,200,patches,13,50,53,95,33.0,72.5,40,45,0.8888888888888888
validation,patches_273.xml,200,200,patches,123,1,187,185,155.0,93.0,64,184,0.34782608695652173
validation,patches_274.xml,200,200,patches,97,139,164,199,130.5,169.0,67,60,1.1166666666666667
validation,patches_275.xml,200,200,patches,31,24,81,143,56.0,83.5,50,119,0.42016806722689076
validation,patches_275.xml,200,200,patches,64,126,108,169,86.0,147.5,44,43,1.0232558139534884
validation,patches_276.xml,200,200,patches,4,101,50,150,27.0,125.5,46,49,0.9387755102040817
validation,patches_276.xml,200,200,patches,34,1,84,71,59.0,36.0,50,70,0.7142857142857143
validation,patches_276.xml,200,200,patches,138,1,194,105,166.0,53.0,56,104,0.5384615384615384
validation,patches_276.xml,200,200,patches,141,68,176,131,158.5,99.5,35,63,0.5555555555555556
validation,patches_277.xml,200,200,patches,13,88,83,194,48.0,141.0,70,106,0.660377358490566
validation,patches_277.xml,200,200,patches,139,110,187,166,163.0,138.0,48,56,0.8571428571428571
validation,patches_277.xml,200,200,patches,131,1,181,53,156.0,27.0,50,52,0.9615384615384616
validation,patches_277.xml,200,200,patches,8,1,27,23,17.5,12.0,19,22,0.8636363636363636
validation,patches_278.xml,200,200,patches,41,1,115,120,78.0,60.5,74,119,0.6218487394957983
validation,patches_278.xml,200,200,patches,39,93,112,199,75.5,146.0,73,106,0.6886792452830188
validation,patches_279.xml,200,200,patches,11,33,72,81,41.5,57.0,61,48,1.2708333333333333
validation,patches_279.xml,200,200,patches,121,32,171,116,146.0,74.0,50,84,0.5952380952380952
validation,patches_279.xml,200,200,patches,154,153,189,199,171.5,176.0,35,46,0.7608695652173914
validation,patches_280.xml,200,200,patches,60,56,125,200,92.5,128.0,65,144,0.4513888888888889
validation,patches_280.xml,200,200,patches,77,4,114,93,95.5,48.5,37,89,0.4157303370786517
validation,patches_281.xml,200,200,patches,21,1,62,43,41.5,22.0,41,42,0.9761904761904762
validation,patches_281.xml,200,200,patches,119,1,172,198,145.5,99.5,53,197,0.26903553299492383
validation,patches_281.xml,200,200,patches,19,107,52,153,35.5,130.0,33,46,0.717391304347826
validation,patches_282.xml,200,200,patches,10,65,72,149,41.0,107.0,62,84,0.7380952380952381
validation,patches_282.xml,200,200,patches,131,70,186,200,158.5,135.0,55,130,0.4230769230769231
validation,patches_282.xml,200,200,patches,128,1,170,73,149.0,37.0,42,72,0.5833333333333334
validation,patches_283.xml,200,200,patches,51,4,104,73,77.5,38.5,53,69,0.7681159420289855
validation,patches_283.xml,200,200,patches,28,127,110,191,69.0,159.0,82,64,1.28125
validation,patches_283.xml,200,200,patches,76,109,126,162,101.0,135.5,50,53,0.9433962264150944
validation,patches_283.xml,200,200,patches,151,136,177,162,164.0,149.0,26,26,1.0
validation,patches_284.xml,200,200,patches,86,1,164,192,125.0,96.5,78,191,0.4083769633507853
validation,patches_284.xml,200,200,patches,46,120,105,179,75.5,149.5,59,59,1.0
validation,patches_285.xml,200,200,patches,64,1,127,135,95.5,68.0,63,134,0.4701492537313433
validation,patches_285.xml,200,200,patches,148,1,200,46,174.0,23.5,52,45,1.1555555555555554
validation,patches_285.xml,200,200,patches,73,126,135,200,104.0,163.0,62,74,0.8378378378378378
validation,patches_286.xml,200,200,patches,65,29,143,199,104.0,114.0,78,170,0.4588235294117647
validation,patches_286.xml,200,200,patches,168,91,200,157,184.0,124.0,32,66,0.48484848484848486
validation,patches_286.xml,200,200,patches,68,1,139,34,103.5,17.5,71,33,2.1515151515151514
validation,patches_286.xml,200,200,patches,1,54,15,89,8.0,71.5,14,35,0.4
validation,patches_287.xml,200,200,patches,77,1,146,199,111.5,100.0,69,198,0.3484848484848485
validation,patches_287.xml,200,200,patches,172,1,200,18,186.0,9.5,28,17,1.6470588235294117
validation,patches_288.xml,200,200,patches,114,17,194,190,154.0,103.5,80,173,0.4624277456647399
validation,patches_288.xml,200,200,patches,26,155,56,183,41.0,169.0,30,28,1.0714285714285714
validation,patches_289.xml,200,200,patches,1,10,39,90,20.0,50.0,38,80,0.475
validation,patches_289.xml,200,200,patches,2,96,37,199,19.5,147.5,35,103,0.33980582524271846
validation,patches_289.xml,200,200,patches,114,101,193,181,153.5,141.0,79,80,0.9875
validation,patches_289.xml,200,200,patches,150,18,179,46,164.5,32.0,29,28,1.0357142857142858
validation,patches_289.xml,200,200,patches,52,68,85,110,68.5,89.0,33,42,0.7857142857142857
validation,patches_290.xml,200,200,patches,10,25,60,107,35.0,66.0,50,82,0.6097560975609756
validation,patches_290.xml,200,200,patches,7,119,63,199,35.0,159.0,56,80,0.7
validation,patches_290.xml,200,200,patches,127,105,186,200,156.5,152.5,59,95,0.6210526315789474
validation,patches_290.xml,200,200,patches,125,1,190,50,157.5,25.5,65,49,1.3265306122448979
validation,patches_290.xml,200,200,patches,132,45,190,115,161.0,80.0,58,70,0.8285714285714286
validation,patches_291.xml,200,200,patches,21,40,68,119,44.5,79.5,47,79,0.5949367088607594
validation,patches_291.xml,200,200,patches,9,122,84,198,46.5,160.0,75,76,0.9868421052631579
validation,patches_291.xml,200,200,patches,125,1,187,195,156.0,98.0,62,194,0.31958762886597936
validation,patches_291.xml,200,200,patches,9,1,49,28,29.0,14.5,40,27,1.4814814814814814
validation,patches_292.xml,200,200,patches,59,49,106,118,82.5,83.5,47,69,0.6811594202898551
validation,patches_292.xml,200,200,patches,52,1,100,22,76.0,11.5,48,21,2.2857142857142856
validation,patches_292.xml,200,200,patches,142,51,194,170,168.0,110.5,52,119,0.4369747899159664
validation,patches_292.xml,200,200,patches,1,8,24,47,12.5,27.5,23,39,0.5897435897435898
validation,patches_292.xml,200,200,patches,66,174,107,200,86.5,187.0,41,26,1.5769230769230769
validation,patches_293.xml,200,200,patches,119,54,187,199,153.0,126.5,68,145,0.4689655172413793
validation,patches_293.xml,200,200,patches,135,10,175,85,155.0,47.5,40,75,0.5333333333333333
validation,patches_294.xml,200,200,patches,3,1,67,191,35.0,96.0,64,190,0.3368421052631579
validation,patches_294.xml,200,200,patches,131,67,196,198,163.5,132.5,65,131,0.4961832061068702
validation,patches_295.xml,200,200,patches,6,1,85,191,45.5,96.0,79,190,0.41578947368421054
validation,patches_295.xml,200,200,patches,144,1,200,124,172.0,62.5,56,123,0.45528455284552843
validation,patches_295.xml,200,200,patches,143,118,183,198,163.0,158.0,40,80,0.5
validation,patches_296.xml,200,200,patches,26,1,92,79,59.0,40.0,66,78,0.8461538461538461
validation,patches_296.xml,200,200,patches,116,1,182,70,149.0,35.5,66,69,0.9565217391304348
validation,patches_296.xml,200,200,patches,114,85,178,192,146.0,138.5,64,107,0.5981308411214953
validation,patches_297.xml,200,200,patches,8,27,90,193,49.0,110.0,82,166,0.4939759036144578
validation,patches_297.xml,200,200,patches,135,79,199,195,167.0,137.0,64,116,0.5517241379310345
validation,patches_297.xml,200,200,patches,142,1,198,74,170.0,37.5,56,73,0.7671232876712328
validation,patches_298.xml,200,200,patches,2,84,51,166,26.5,125.0,49,82,0.5975609756097561
validation,patches_298.xml,200,200,patches,133,45,194,108,163.5,76.5,61,63,0.9682539682539683
validation,patches_298.xml,200,200,patches,164,164,197,194,180.5,179.0,33,30,1.1
validation,patches_298.xml,200,200,patches,41,90,83,143,62.0,116.5,42,53,0.7924528301886793
validation,patches_299.xml,200,200,patches,89,26,170,181,129.5,103.5,81,155,0.5225806451612903
validation,patches_299.xml,200,200,patches,1,1,46,34,23.5,17.5,45,33,1.3636363636363635
validation,patches_299.xml,200,200,patches,1,73,54,200,27.5,136.5,53,127,0.41732283464566927
validation,patches_300.xml,200,200,patches,41,64,98,161,69.5,112.5,57,97,0.5876288659793815
validation,patches_300.xml,200,200,patches,47,15,99,86,73.0,50.5,52,71,0.7323943661971831
validation,pitted_surface_241.xml,200,200,pitted_surface,6,17,166,200,86.0,108.5,160,183,0.8743169398907104
validation,pitted_surface_242.xml,200,200,pitted_surface,1,18,89,188,45.0,103.0,88,170,0.5176470588235295
validation,pitted_surface_242.xml,200,200,pitted_surface,61,1,200,177,130.5,89.0,139,176,0.7897727272727273
validation,pitted_surface_243.xml,200,200,pitted_surface,6,1,195,196,100.5,98.5,189,195,0.9692307692307692
validation,pitted_surface_244.xml,200,200,pitted_surface,17,33,168,192,92.5,112.5,151,159,0.949685534591195
validation,pitted_surface_245.xml,200,200,pitted_surface,61,2,198,198,129.5,100.0,137,196,0.6989795918367347
validation,pitted_surface_245.xml,200,200,pitted_surface,15,5,101,192,58.0,98.5,86,187,0.45989304812834225
validation,pitted_surface_245.xml,200,200,patches,2,1,41,46,21.5,23.5,39,45,0.8666666666666667
validation,pitted_surface_246.xml,200,200,pitted_surface,76,2,198,198,137.0,100.0,122,196,0.6224489795918368
validation,pitted_surface_246.xml,200,200,pitted_surface,4,2,110,197,57.0,99.5,106,195,0.5435897435897435
validation,pitted_surface_247.xml,200,200,pitted_surface,8,6,111,161,59.5,83.5,103,155,0.6645161290322581
validation,pitted_surface_247.xml,200,200,patches,20,171,73,200,46.5,185.5,53,29,1.8275862068965518
validation,pitted_surface_248.xml,200,200,pitted_surface,48,1,200,200,124.0,100.5,152,199,0.7638190954773869
validation,pitted_surface_249.xml,200,200,pitted_surface,1,3,198,198,99.5,100.5,197,195,1.0102564102564102
validation,pitted_surface_250.xml,200,200,pitted_surface,4,9,197,199,100.5,104.0,193,190,1.0157894736842106
validation,pitted_surface_251.xml,200,200,pitted_surface,1,1,162,198,81.5,99.5,161,197,0.817258883248731
validation,pitted_surface_252.xml,200,200,pitted_surface,57,1,198,198,127.5,99.5,141,197,0.7157360406091371
validation,pitted_surface_253.xml,200,200,pitted_surface,63,1,200,198,131.5,99.5,137,197,0.6954314720812182
validation,pitted_surface_254.xml,200,200,pitted_surface,12,2,199,198,105.5,100.0,187,196,0.9540816326530612
validation,pitted_surface_255.xml,200,200,pitted_surface,9,1,198,196,103.5,98.5,189,195,0.9692307692307692
validation,pitted_surface_256.xml,200,200,pitted_surface,95,1,200,198,147.5,99.5,105,197,0.5329949238578681
validation,pitted_surface_256.xml,200,200,pitted_surface,2,1,99,198,50.5,99.5,97,197,0.49238578680203043
validation,pitted_surface_257.xml,200,200,pitted_surface,80,3,197,197,138.5,100.0,117,194,0.6030927835051546
validation,pitted_surface_258.xml,200,200,pitted_surface,33,3,197,195,115.0,99.0,164,192,0.8541666666666666
validation,pitted_surface_259.xml,200,200,pitted_surface,4,3,199,197,101.5,100.0,195,194,1.0051546391752577
validation,pitted_surface_260.xml,200,200,pitted_surface,1,1,148,198,74.5,99.5,147,197,0.7461928934010152
validation,pitted_surface_261.xml,200,200,pitted_surface,51,6,197,157,124.0,81.5,146,151,0.9668874172185431
validation,pitted_surface_261.xml,200,200,patches,1,104,59,199,30.0,151.5,58,95,0.6105263157894737
validation,pitted_surface_262.xml,200,200,pitted_surface,13,3,198,172,105.5,87.5,185,169,1.0946745562130178
validation,pitted_surface_263.xml,200,200,pitted_surface,13,7,198,200,105.5,103.5,185,193,0.9585492227979274
validation,pitted_surface_264.xml,200,200,pitted_surface,1,1,196,149,98.5,75.0,195,148,1.3175675675675675
validation,pitted_surface_265.xml,200,200,pitted_surface,2,1,196,184,99.0,92.5,194,183,1.0601092896174864
validation,pitted_surface_266.xml,200,200,pitted_surface,75,15,196,187,135.5,101.0,121,172,0.7034883720930233
validation,pitted_surface_266.xml,200,200,pitted_surface,1,1,44,74,22.5,37.5,43,73,0.589041095890411
validation,pitted_surface_266.xml,200,200,pitted_surface,1,69,48,177,24.5,123.0,47,108,0.4351851851851852
validation,pitted_surface_267.xml,200,200,pitted_surface,49,3,200,173,124.5,88.0,151,170,0.888235294117647
validation,pitted_surface_267.xml,200,200,pitted_surface,4,10,90,185,47.0,97.5,86,175,0.49142857142857144
validation,pitted_surface_268.xml,200,200,pitted_surface,31,2,197,191,114.0,96.5,166,189,0.8783068783068783
validation,pitted_surface_268.xml,200,200,pitted_surface,8,29,77,199,42.5,114.0,69,170,0.40588235294117647
validation,pitted_surface_269.xml,200,200,pitted_surface,5,13,149,188,77.0,100.5,144,175,0.8228571428571428
validation,pitted_surface_269.xml,200,200,pitted_surface,141,1,197,199,169.0,100.0,56,198,0.2828282828282828
validation,pitted_surface_270.xml,200,200,pitted_surface,53,3,196,197,124.5,100.0,143,194,0.7371134020618557
validation,pitted_surface_271.xml,200,200,pitted_surface,5,7,124,185,64.5,96.0,119,178,0.6685393258426966
validation,pitted_surface_271.xml,200,200,pitted_surface,101,1,184,194,142.5,97.5,83,193,0.43005181347150256
validation,pitted_surface_272.xml,200,200,pitted_surface,5,1,126,194,65.5,97.5,121,193,0.6269430051813472
validation,pitted_surface_272.xml,200,200,pitted_surface,115,3,199,198,157.0,100.5,84,195,0.4307692307692308
validation,pitted_surface_272.xml,200,200,patches,96,1,143,31,119.5,16.0,47,30,1.5666666666666667
validation,pitted_surface_273.xml,200,200,pitted_surface,56,16,199,200,127.5,108.0,143,184,0.7771739130434783
validation,pitted_surface_274.xml,200,200,pitted_surface,10,7,198,198,104.0,102.5,188,191,0.9842931937172775
validation,pitted_surface_275.xml,200,200,pitted_surface,23,1,174,192,98.5,96.5,151,191,0.7905759162303665
validation,pitted_surface_276.xml,200,200,pitted_surface,1,1,120,193,60.5,97.0,119,192,0.6197916666666666
validation,pitted_surface_276.xml,200,200,patches,95,124,171,199,133.0,161.5,76,75,1.0133333333333334
validation,pitted_surface_276.xml,200,200,patches,118,1,183,74,150.5,37.5,65,73,0.8904109589041096
validation,pitted_surface_277.xml,200,200,pitted_surface,22,6,181,194,101.5,100.0,159,188,0.8457446808510638
validation,pitted_surface_277.xml,200,200,patches,2,44,35,69,18.5,56.5,33,25,1.32
validation,pitted_surface_278.xml,200,200,pitted_surface,42,14,189,194,115.5,104.0,147,180,0.8166666666666667
validation,pitted_surface_279.xml,200,200,pitted_surface,64,14,200,193,132.0,103.5,136,179,0.7597765363128491
validation,pitted_surface_279.xml,200,200,inclusion,45,33,67,63,56.0,48.0,22,30,0.7333333333333333
validation,pitted_surface_279.xml,200,200,patches,1,112,27,158,14.0,135.0,26,46,0.5652173913043478
validation,pitted_surface_280.xml,200,200,pitted_surface,8,8,93,183,50.5,95.5,85,175,0.4857142857142857
validation,pitted_surface_280.xml,200,200,pitted_surface,75,17,138,155,106.5,86.0,63,138,0.45652173913043476
validation,pitted_surface_280.xml,200,200,pitted_surface,136,30,200,198,168.0,114.0,64,168,0.38095238095238093
validation,pitted_surface_281.xml,200,200,pitted_surface,52,5,200,192,126.0,98.5,148,187,0.7914438502673797
validation,pitted_surface_281.xml,200,200,inclusion,10,12,38,198,24.0,105.0,28,186,0.15053763440860216
validation,pitted_surface_282.xml,200,200,pitted_surface,9,11,103,167,56.0,89.0,94,156,0.6025641025641025
validation,pitted_surface_282.xml,200,200,pitted_surface,71,18,192,189,131.5,103.5,121,171,0.7076023391812866
validation,pitted_surface_283.xml,200,200,pitted_surface,2,9,185,198,93.5,103.5,183,189,0.9682539682539683
validation,pitted_surface_284.xml,200,200,pitted_surface,49,1,198,195,123.5,98.0,149,194,0.7680412371134021
validation,pitted_surface_284.xml,200,200,pitted_surface,2,23,57,198,29.5,110.5,55,175,0.3142857142857143
validation,pitted_surface_285.xml,200,200,pitted_surface,19,21,150,191,84.5,106.0,131,170,0.7705882352941177
validation,pitted_surface_286.xml,200,200,pitted_surface,26,2,198,192,112.0,97.0,172,190,0.9052631578947369
validation,pitted_surface_287.xml,200,200,pitted_surface,12,1,199,191,105.5,96.0,187,190,0.9842105263157894
validation,pitted_surface_288.xml,200,200,pitted_surface,22,1,199,141,110.5,71.0,177,140,1.2642857142857142
validation,pitted_surface_289.xml,200,200,pitted_surface,40,18,198,200,119.0,109.0,158,182,0.8681318681318682
validation,pitted_surface_289.xml,200,200,pitted_surface,2,31,85,199,43.5,115.0,83,168,0.49404761904761907
validation,pitted_surface_290.xml,200,200,pitted_surface,1,16,180,200,90.5,108.0,179,184,0.9728260869565217
validation,pitted_surface_290.xml,200,200,pitted_surface,133,1,198,126,165.5,63.5,65,125,0.52
validation,pitted_surface_290.xml,200,200,pitted_surface,11,1,129,44,70.0,22.5,118,43,2.744186046511628
validation,pitted_surface_291.xml,200,200,pitted_surface,1,1,179,195,90.0,98.0,178,194,0.9175257731958762
validation,pitted_surface_291.xml,200,200,patches,170,1,198,66,184.0,33.5,28,65,0.4307692307692308
validation,pitted_surface_292.xml,200,200,pitted_surface,46,1,200,138,123.0,69.5,154,137,1.1240875912408759
validation,pitted_surface_292.xml,200,200,pitted_surface,73,107,197,191,135.0,149.0,124,84,1.4761904761904763
validation,pitted_surface_292.xml,200,200,patches,26,136,71,198,48.5,167.0,45,62,0.7258064516129032
validation,pitted_surface_292.xml,200,200,patches,1,43,52,126,26.5,84.5,51,83,0.6144578313253012
validation,pitted_surface_293.xml,200,200,pitted_surface,17,1,199,192,108.0,96.5,182,191,0.9528795811518325
validation,pitted_surface_294.xml,200,200,pitted_surface,66,66,197,192,131.5,129.0,131,126,1.0396825396825398
validation,pitted_surface_294.xml,200,200,pitted_surface,1,90,64,199,32.5,144.5,63,109,0.5779816513761468
validation,pitted_surface_294.xml,200,200,patches,51,38,78,74,64.5,56.0,27,36,0.75
validation,pitted_surface_295.xml,200,200,pitted_surface,52,6,200,156,126.0,81.0,148,150,0.9866666666666667
validation,pitted_surface_295.xml,200,200,patches,9,67,55,131,32.0,99.0,46,64,0.71875
validation,pitted_surface_296.xml,200,200,pitted_surface,3,3,112,198,57.5,100.5,109,195,0.558974358974359
validation,pitted_surface_296.xml,200,200,pitted_surface,101,1,199,188,150.0,94.5,98,187,0.5240641711229946
validation,pitted_surface_296.xml,200,200,patches,92,104,141,177,116.5,140.5,49,73,0.6712328767123288
validation,pitted_surface_297.xml,200,200,pitted_surface,1,4,139,198,70.0,101.0,138,194,0.711340206185567
validation,pitted_surface_298.xml,200,200,pitted_surface,46,1,163,182,104.5,91.5,117,181,0.6464088397790055
validation,pitted_surface_298.xml,200,200,pitted_surface,166,12,197,142,181.5,77.0,31,130,0.23846153846153847
validation,pitted_surface_299.xml,200,200,pitted_surface,35,14,112,176,73.5,95.0,77,162,0.47530864197530864
validation,pitted_surface_299.xml,200,200,pitted_surface,116,21,199,200,157.5,110.5,83,179,0.46368715083798884
validation,pitted_surface_299.xml,200,200,pitted_surface,2,12,38,178,20.0,95.0,36,166,0.21686746987951808
validation,pitted_surface_300.xml,200,200,pitted_surface,135,7,198,200,166.5,103.5,63,193,0.32642487046632124
validation,pitted_surface_300.xml,200,200,pitted_surface,1,1,153,198,77.0,99.5,152,197,0.7715736040609137
validation,rolled-in_scale_241.xml,200,200,rolled-in_scale,62,3,156,100,109.0,51.5,94,97,0.9690721649484536
validation,rolled-in_scale_241.xml,200,200,rolled-in_scale,53,104,155,196,104.0,150.0,102,92,1.108695652173913
validation,rolled-in_scale_242.xml,200,200,rolled-in_scale,38,71,132,197,85.0,134.0,94,126,0.746031746031746
validation,rolled-in_scale_242.xml,200,200,rolled-in_scale,16,11,125,116,70.5,63.5,109,105,1.0380952380952382
validation,rolled-in_scale_243.xml,200,200,rolled-in_scale,58,26,129,192,93.5,109.0,71,166,0.42771084337349397
validation,rolled-in_scale_244.xml,200,200,rolled-in_scale,25,30,83,136,54.0,83.0,58,106,0.5471698113207547
validation,rolled-in_scale_244.xml,200,200,rolled-in_scale,103,80,176,198,139.5,139.0,73,118,0.6186440677966102
validation,rolled-in_scale_244.xml,200,200,rolled-in_scale,99,2,178,120,138.5,61.0,79,118,0.6694915254237288
validation,rolled-in_scale_245.xml,200,200,rolled-in_scale,6,80,138,199,72.0,139.5,132,119,1.1092436974789917
validation,rolled-in_scale_245.xml,200,200,rolled-in_scale,32,31,152,106,92.0,68.5,120,75,1.6
validation,rolled-in_scale_246.xml,200,200,rolled-in_scale,34,59,136,180,85.0,119.5,102,121,0.8429752066115702
validation,rolled-in_scale_246.xml,200,200,rolled-in_scale,2,3,118,39,60.0,21.0,116,36,3.2222222222222223
validation,rolled-in_scale_247.xml,200,200,rolled-in_scale,10,25,79,108,44.5,66.5,69,83,0.8313253012048193
validation,rolled-in_scale_247.xml,200,200,rolled-in_scale,42,99,89,183,65.5,141.0,47,84,0.5595238095238095
validation,rolled-in_scale_248.xml,200,200,rolled-in_scale,56,2,113,66,84.5,34.0,57,64,0.890625
validation,rolled-in_scale_248.xml,200,200,rolled-in_scale,44,73,161,198,102.5,135.5,117,125,0.936
validation,rolled-in_scale_249.xml,200,200,rolled-in_scale,22,62,157,192,89.5,127.0,135,130,1.0384615384615385
validation,rolled-in_scale_250.xml,200,200,rolled-in_scale,91,99,141,198,116.0,148.5,50,99,0.5050505050505051
validation,rolled-in_scale_250.xml,200,200,rolled-in_scale,152,39,199,200,175.5,119.5,47,161,0.2919254658385093
validation,rolled-in_scale_250.xml,200,200,rolled-in_scale,91,2,136,39,113.5,20.5,45,37,1.2162162162162162
validation,rolled-in_scale_251.xml,200,200,rolled-in_scale,1,58,58,200,29.5,129.0,57,142,0.4014084507042254
